canonical_id,variant_id,source_file,source_alias,source_number,line_start,line_end,stem_variant,options_variant,notes
batch5_family_pair_q032,batch5_family_pair_q032_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,61,344,349,"Dibawah ini yang benar tentang Neuritis Vestibularis, Kecuali…","[""Onset mendadak"", ""Tidak terjadi hilang pendengaran"", ""Terjadi peradangan pada N. Vestibularis"", ""Disebabkan oleh virus"", ""Terdapat gangguan pendengaran""]",[]
batch5_family_pair_q033,batch5_family_pair_q033_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,164,169,"Psikoterapi suportif yang dilakukan dengan menerangkan secara masuk akal tentang gejala-gejala penyakitnya yang timbul akibat cara berpikir, perasaan, dan sikapnya terhadap masalah yang dihadapinya, disebut sebagai…","[""Ventilasi"", ""Persuasi"", ""Sugesti"", ""Reassurance"", ""Penyuluhan (konseling)""]",[]
batch5_family_pair_q033,batch5_family_pair_q033_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,62,350,355,"Psikoterapi suportif yang dilakukan dengan menerangkan secara masuk akal tentang gejala-gejala penyakitnya yang timbul akibat cara berpikir, perasaan, dan sikapnya terhadap masalah yang dihadapinya, disebut sebagai…","[""Ventilasi"", ""Persuasi"", ""Sugesti"", ""Reassurance"", ""Penyuluhan (konseling)""]",[]
batch5_family_pair_q034,batch5_family_pair_q034_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,188,193,Selubung myelin yang melapisi sistem saraf memiliki fungsi sebagai:,"[""Kontraktilitas otot"", ""Insulator listrik"", ""Metabolisme sistem saraf"", ""Pasokan energy untuk neuron"", ""Pencegahan dalam peradangan atau infeksi""]",[]
batch5_family_pair_q034,batch5_family_pair_q034_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,63,356,361,Selubung myelin yang melapisi sistem saraf memiliki fungsi sebagai:,"[""Kontraktilitas otot"", ""Insulator listrik"", ""Metabolism sistem saraf"", ""Pasokan energy untuk neuron"", ""Pencegahan dalam peradangan atau infeksi""]",[]
batch5_family_pair_q035,batch5_family_pair_q035_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,64,362,367,Fenomena psikopatologi yang muncul dari keluhan pasien dan bersifat subyektif disebut…,"[""Tanda klinis gangguan jiwa,"", ""Gejala klinis gangguan jiwa, yang dirasakan objektif"", ""Sindroma klinis gangguan jiwa,"", ""Semua benar"", ""Semua salah""]",[]
batch5_family_pair_q036,batch5_family_pair_q036_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,230,235,"Seseorang datang ke UGD, bicara pelo, kelemahan anggota gerak sebelah kiri timbul mendadak tadi pagi saat bangun tidur. Dimanakah terjadi kerusakan?","[""Arteri cerebri anterior dan posterior (kaki)"", ""Arteri cerebri media (tangan atas dan wajah)"", ""Arteri carotis komunis"", ""Arteri basilaris - keseimbangan"", ""Arteri cerebelaris""]",[]
batch5_family_pair_q036,batch5_family_pair_q036_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,65,368,373,"Seseorang datang ke UGD, bicara pelo, kelemahan anggota gerak sebelah kiri timbul mendadak tadi pagi saat bangun tidur. Dimanakah terjadi kerusakan?","[""Arteri cerebri anterior dan posterior"", ""Arteri cerebri media"", ""Arteri carotis komunis"", ""Arteri basilaris"", ""Arteri cerebelaris""]",[]
batch5_family_pair_q037,batch5_family_pair_q037_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,66,374,379,"Pernyataan tentang Tumor Otak dibawah ini adalah benar, kecuali…","[""Laki-laki > wanita"", ""Dapat berasal dari semua komponen sel otak"", ""Semua tumor otak memerlukan tindakan operasi, Khemoterapi dan Radiasi"", ""Meliputi tumor intracranial, spinal, dan metastase"", ""Insiden yang bertambah setiap tahunnya""]",[]
batch5_family_pair_q038,batch5_family_pair_q038_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,39,43,"Tn. M, 50 tahun Seorang pengusaha sukses di jambi dirawat di bagian syaraf RS. Raden Mattaher karena tidak bisa berjalan yang disebabkan 1 jam sebelum masuk RS, saat penderita sedang BAB tiba-tiba penderita mengalami kelemahan pada lengan kiri ddan tungkai kiri. Hal ini terjadi untuk yang pertama kali. Pada saat serangan penderita tampak selalu mengantuk dan susah diajak komunikasi. Disertai sakit kepala, mual dan muntah. Tanpa disertai kejang dan gangguan rasa pada sisi yang lemah. Kelemahan lengan kiri dan tungkai kiri sama berat. Saat mengobrol bicaranya pelo dan lidah deviasi ke kiri saat dijulurkan, tidak ada atropi papil lidah dan fasikulasi (-). Saat mengerutkan sahi simetris, kedua kelopak mata dapat menutup sempurna, namun saat meringis sisi mulut kiri tertinggal. Sehari-hari pederita bekerja dengan tangan kanan. Penderita masih dapat mengungkapkan isi pikirannya secara lisan, tulisan dan isyarat. Penderita juga masih dapat mengerti isi pikiran orang lain yang diungkapkan secara lisan, tulisan dan isyarat. Reflex dan tonus pada sisi yang lemah meningkat.Diagnosis klinis pada kasus diatas adalah…","[""Hemiparese sinistra tipe flaksid UMN"", ""Hemiparese sinistra tipe stastic LMN"", ""Stroke non hemoragik"", ""Stroke hemoragik""]",[]
batch5_family_pair_q038,batch5_family_pair_q038_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,67,380,385,"Tn. M, 50 tahun Seorang pengusaha sukses di jambi dirawat di bagian syaraf RS. Raden Mattaher karena tidak bisa berjalan yang disebabkan 1 jam sebelum masuk RS, saat penderita sedang BAB tiba-tiba penderita mengalami kelemahan pada lengan kiri ddan tungkai kiri. Hal ini terjadi untuk yang pertama kali. Pada saat serangan penderita tampak selalu mengantuk dan susah diajak komunikasi. Disertai sakit kepala, mual dan muntah. Tanpa disertai kejang dan gangguan rasa pada sisi yang lemah. Kelemahan lengan kiri dan tungkai kiri sama berat. Saat mengobrol bicaranya pelo dan lidah deviasi ke kiri saat dijulurkan, tidak ada atropi papil lidah dan fasikulasi (-). Saat mengerutkan sahi simetris, kedua kelopak mata dapat menutup sempurna, namun saat meringis sisi mulut kiri tertinggal. Sehari-hari pederita bekerja dengan tangan kanan. Penderita masih dapat mengungkapkan isi pikirannya secara lisan, tulisan dan isyarat. Penderita juga masih dapat mengerti isi pikiran orang lain yang diungkapkan secara lisan, tulisan dan isyarat. Reflex dan tonus pada sisi yang lemah meningkat. Diagnosis klinis pada kasus diatas adalah…","[""Hemiparese sinistra tipe flaksid"", ""Hemiparese sinistra tipe stastic"", ""Stroke non hemoragik"", ""Stroke hemoragik""]",[]
batch5_family_pair_q039,batch5_family_pair_q039_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,134,139,"Seorang pria 60 tahun dibawa ke IGD karena merasakan kelemahan yang tiba-tiba di anggota gerak atas dan bawah bagian kanan. Kelemahan tersebut dirasakan seusai pasien shalat subuh. Setelah pasien merasa lemah, pasien masih bisa beralih ke tempat tidur dan meminta tolong kepada keluarga. Saat tiba di IGD, pasien sudah tidak bisa menggerakkan tangan dan kaki bagian kanan. Pasien diketahui memiliki riwayat diabetes dan penyakit gout. Pemeriksaan di IGD kesadaran komposmentis, tekanan darah pada 180/100 mmHg. Diagnosis pasien ini adalah…","[""Stroke hemoragik"", ""Stroke non hemoragik"", ""Gout eksaserbasi akut"", ""Paraplegi"", ""Sindrom cauda equine""]",[]
batch5_family_pair_q039,batch5_family_pair_q039_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,68,386,391,"Seorang pria 60 tahun dibawa ke IGD karena merasakan kelemahan yang tiba-tiba di anggota gerak atas dan bawah bagian kanan. Kelemahan tersebut dirasakan seusai pasien shalat subuh. Setelah pasien merasa lemah, pasien masih bisa beralih ke tempat tidur dan meminta tolong kepada keluarga. Saat tiba di IGD, pasien sudah tidak bisa menggerakkan tangan dan kaki bagian kanan. Pasien diketahui memiliki riwayat diabetes dan penyakit gout. Pemeriksaan di IGD kesadaran komposmentis, tekanan darah pada 180/100 mmHg. Diagnosis pasien ini adalah…","[""Stroke hemoragik"", ""Stroke non hemoragik"", ""Gout eksaserbasi akut"", ""Paraplegi"", ""Sindrom cauda equine""]",[]
batch5_family_pair_q040,batch5_family_pair_q040_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,346,348,"Beberapa hal dibawah ini termasuk gejala dan tanda dari nyeri kepala tipe migren, kecuali..","[""Serangan selalu diawali dengan adanya aura"", ""Lokasinya sering unilateral""]",[]
batch5_family_pair_q040,batch5_family_pair_q040_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,69,392,397,"Beberapa hal dibawah ini termasuk gejala dan tanda dari nyeri kepala tipe migren, kecuali..","[""Serangan selalu diawali dengan adanya aura"", ""Lokasinya sering unilateral"", ""Nyeri kepala bisa bifrontal"", ""Nyeri kepala tidak disertai adanya gangguan organik lain"", ""Nyeri kepala berkurang dengan tiduran""]",[]
batch5_family_pair_q041,batch5_family_pair_q041_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,507,509,"Seorang wanita berusia 38 tahun mengeluh hampir setiap hari selama beberapa minggu ini merasa khawatir. Perasaan khawatir tersebut disertai dengan keluhan firasat-firasat buruk, gelisah, keluhanepigastik serta sulit untuk tidur. Ia selalu cemas jangan-jangan akan terjadi sesuatu terhadap keluarganya. Diagnosis yang paling memungkinkan adalah…","[""Reaksi stress akut"", ""Inisial insomnia""]",[]
batch5_family_pair_q041,batch5_family_pair_q041_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,70,398,403,"Seorang wanita berusia 38 tahun mengeluh hampir setiap hari selama beberapa minggu ini merasa khawatir. Perasaan khawatir tersebut disertai dengan keluhan firasat-firasat buruk, gelisah, keluhanepigastik serta sulit untuk tidur. Ia selalu cemas jangan-jangan akan terjadi sesuatu terhadap keluarganya. Diagnosis yang paling memungkinkan adalah…","[""Reaksi stress akut"", ""Inisial insomnia"", ""Gangguan penyesuaian, deprsesi ke cemas"", ""Gangguan ansietas menyeluruh"", ""Gangguan ansietas fobik, pencetus""]",[]
batch5_family_pair_q042,batch5_family_pair_q042_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,122,127,"berikut ini merupakan gejala-gejala manic, kecuali…","[""Logore"", ""Flight of idea"", ""Distraktibilitas"", ""Insomnia"", ""Kebutuhan tidur berkurang""]",[]
batch5_family_pair_q042,batch5_family_pair_q042_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,71,404,409,"berikut ini merupakan gejala-gejala manic, kecuali…","[""Logore,"", ""Flight of idea"", ""Distraktibilitas"", ""Insomnia"", ""Kebutuhan tidur berkurang""]",[]
batch5_family_pair_q043,batch5_family_pair_q043_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,478,482,"Mekanisme terjadinya bipolar diduga karena oleh beberapa teori, yang termasuk hipotensi kolinergik adalah …","[""Kelebihan Ach menyebabkan ketidakseimbangan kolinergik dopaminergik meningkatkan resiko manic"", ""Agen yang menyebabkan pengingkatan Ach menurunkan gejala manic"", ""Kelebihan katekolamin menyebabkan mania"", ""Deficit neurotransmitter (NE,Serotonin) menyebabkan depresi""]",[]
batch5_family_pair_q043,batch5_family_pair_q043_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,72,410,414,"Mekanisme terjadinya bipolar diduga karena oleh beberapa teori, yang termasuk hipotensi kolinergik adalah …","[""Kelebihan Ach menyebabkan ketidakseimbangan kolinergik dopaminergik meningkatkan resiko manic"", ""Agen yang menyebabkan pengingkatan Ach menurunkan gejala manic"", ""Kelebihan katekolamin menyebabkan mania"", ""Deficit neurotransmitter (NE,Serotonin) menyebabkan depresi""]",[]
batch5_family_pair_q044,batch5_family_pair_q044_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,19,23,"Berdasarkan UU No. 35 tahun 2009 tentang narkotika, opium termasuk narkotika golongan I dimana semua bagian opium berbahaya, kecuali?","[""Bunga"", ""Daun"", ""Batang"", ""Biji""]",[]
batch5_family_pair_q044,batch5_family_pair_q044_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,73,415,419,"Berdasarkan UU no. 35 tahun 2009 tentang narkotika, opium termasuk narkotika golongan I, dimana semua bagian dari opium berbahaya, kecuali..","[""Bunga"", ""Daun"", ""Batang"", ""Biji""]",[]
batch5_family_pair_q045,batch5_family_pair_q045_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,318,322,Anti convulsant yang dapat digunakan sebagai mood stabilizer adalah..,"[""Fenitoin"", ""Lamotrigine (-as.praphoat-carbamazepine)"", ""Gabapentin"", ""Phenobarbital""]",[]
batch5_family_pair_q045,batch5_family_pair_q045_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,74,420,424,Anti convulsant yang dapat digunakan sebagai mood stabilizer adalah..contohmanitol,"[""Fenitoin"", ""Lamotrigine"", ""Gabapentin"", ""Phenobarbital""]",[]
batch5_family_pair_q046,batch5_family_pair_q046_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,323,328,"Semua Nervi Craniales keluar dari batang otak, kecuali…","[""N. I"", ""N II"", ""N. III"", ""N. I dan N. II"", ""N. I, II, dan III""]",[]
batch5_family_pair_q046,batch5_family_pair_q046_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,75,425,430,"Semua Nervi Craniales keluar dari batang otak, kecuali…","[""N. I"", ""N II"", ""N. III"", ""N. I dan N. II"", ""N. I, II, dan III""]",[]
batch5_family_pair_q047,batch5_family_pair_q047_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,50,55,"Seorang wanita berusia 39 tahun, dibawa ke fasilitas kesehatan karena dijumpai keganjilan terhadap penderita. Penderita sering berbelanja hal-hal yang tidak penting, perilaku boros, sering mebagi-bagikan barang-barang kepada orang-orang. Penderita juga keliatan banyak bicara, bicara menggebu-gebu, hiperaktif dan terkesan tidak butuh tidur. Penderita juga sering mengatakan bahwa ia adalah orang yang paling sukses dan sangat kaya sehingga sering mengatakan jika ada yang butuh bantuan dia pasti sanggup membantu. Padahal beberapa bulan yang lalu, penderita mengalami kebangkrutan dalam menjalankan usahanya. Karena kebangkrutan tersebut penderita sering menyendiri, sedih, tidak bersemangat, sulit tidur, pesimis, dan perasaan bersalah. Pengobatan yang tepat untuk gangguan diatas adalah…","[""Anti psikotik"", ""Mood stabilizer"", ""Mood stabilizer + anti psikotik"", ""Anti depresi"", ""Mood stabilizer + anti depresi""]",[]
batch5_family_pair_q047,batch5_family_pair_q047_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,76,431,437,"Seorang wanita berusia 39 tahun, dibawa ke fasilitas kesehatan karena dijumpai keganjilan terhadap penderita. Penderita sering berbelanja hal-hal yang tidak penting, perilaku boros, sering mebagi-bagikan barang-barang kepada orang-orang. Penderita juga keliatan banyak bicara, bicara menggebu-gebu, hiperaktif dan terkesan tidak butuh tidur. Penderita juga sering mengatakan bahwa ia adalah orang yang paling sukses dan sangat kaya sehingga sering mengatakan jika ada yang butuh bantuan dia pasti sanggup membantu. Padahal beberapa bulan yang lalu, penderita mengalami kebangkrutan dalam menjalankan usahanya. Karena kebangkrutan tersebut penderita sering menyendiri, sedih, tidak bersemangat, sulit tidur, pesimis, dan perasaan bersalah. Pengobatan yang tepat untuk gangguan diatas adalah…","[""Anti psikotik"", ""Mood stabilizer"", ""Mood stabilizer + anti psikotik"", ""Anti depresi"", ""Mood stabilizer + anti depresi""]","[""Depresi lebih dari 2mimggu nafsu makan""]"
batch5_family_pair_q048,batch5_family_pair_q048_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,224,229,"Gejala-gejala dibawah ini mengarah kepada Tumor Otak pada Lobus Frontal, Kecuali..","[""Inappropriate behavior"", ""Personality changes"", ""Motorik disfunction"", ""Headache"", ""Hemianopsia visual""]",[]
batch5_family_pair_q048,batch5_family_pair_q048_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,77,438,443,"Gejala-gejala dibawah ini mengarah kepada Tumor Otak pada Lobus Frontal, Kecuali..","[""Inappropriate behavior"", ""Personality changes"", ""Motorik disfunction"", ""Headache"", ""Hemianopsia visual""]",[]
batch5_family_pair_q049,batch5_family_pair_q049_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,78,444,449,"Nyeri kepala karena peningkatan tekanan intracranial oleh karena tumor otak dapat disebabkan oleh, kecuali…","[""Efek massa dari tumor itu sendiri"", ""Adanya perubahan bentuk tulang otak"", ""Hidrocephalus"", ""Efek massa karena adanya perdarahan"", ""Efek massa karena edema otak""]",[]
batch5_family_pair_q050,batch5_family_pair_q050_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,152,156,"Seorang wanita berusia 37 tahun datang dengan keluhan sering sedih dan tidak bersemangat. Gejala tersebut disertai dengan sulit konsentrasi, sulit tidur, rasa tidak berharga dan berkurangnya nafsu makan. Hal tersebut dialami selama beberapa bulan. Kira-kira 6 bulan sebelumnya pasien mengalami gejala banyak bicara, gampang marah, dan berperilaku boros. Pengobatan yang tepat untuk kasus tersebut adalah..","[""Obat anti depresi"", ""Obat ansietas"", ""Mood stabilizer"", ""Obat antipsikotik""]",[]
batch5_family_pair_q050,batch5_family_pair_q050_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,79,450,455,"Seorang wanita berusia 37 tahun datang dengan keluhan sering sedih dan tidak bersemangat. Gejala tersebut disertai dengan sulit konsentrasi, sulit tidur, rasa tidak berharga dan berkurangnya nafsu makan. Hal tersebut dialami selama beberapa bulan. Kira-kira 6 bulan sebelumnya pasien mengalami gejala banyak bicara, gampang marah, dan berperilaku boros. Pengobatan yang tepat untuk kasus tersebut adalah..ggn cemas menyeluruh","[""Obat anti depresi, benziizin"", ""Obat ansietas"", ""Mood stabilizer"", ""Obat antipsikotik"", ""Terapi kejang listrik""]",[]
batch5_family_pair_q051,batch5_family_pair_q051_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,182,186,Berikut ini merupakan penyakit yang disebabkan gangguan mental organic (GMO) kecuali?,"[""Demensia"", ""Delirium"", ""Depresi berat"", ""Sindroma amnestic organik bukan akibat alcohol dan zat psikoaktif""]",[]
batch5_family_pair_q051,batch5_family_pair_q051_v02,388802_Tutorial Jadi Youtuber Bro.docx,A,,466,471,"berikut ini merupakan penyakit yang dapat menyebabkan gangguan memori, kecuali…","[""Depresi"", ""Demensia"", ""Delirium"", ""Cemas"", ""Skizoprenia""]",[]
batch5_family_pair_q051,batch5_family_pair_q051_v03,6.3 okeoyeee with dr iksan and willy no -50.docx,B,80,456,461,"berikut ini merupakan penyakit yang dapat menyebabkan gangguan memori, kecuali…","[""Depresi"", ""Demensia"", ""Delirium"", ""Cemas"", ""Skizoprenia""]",[]
batch5_family_pair_q052,batch5_family_pair_q052_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,455,459,Dibawah ini yang merupakan karakteristik dari antipsikosis atipikal (second generation antipsycosis) adalah,"[""bekerja dengan menghambat serotonin dan D4"", ""menyebabkan hiperprolaktinema"", ""menimbulkan efek ekstrapiramidal yang hebat"", ""efektif mengatasi gejala positif""]",[]
batch5_family_pair_q052,batch5_family_pair_q052_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,81,462,466,Dibawah ini yang merupakan karakteristik dari antipsikosis atipikal (second generation antipsycosis) adalah,"[""bekerja dengan menghambat serotonin dan D4"", ""menyebabkan hiperprolaktinema, ektrapiramidal apg1"", ""menimbulkan efek ekstrapiramidal yang hebat, apg1"", ""efektif mengatasi gejala positif, apg1""]",[]
batch5_family_pair_q053,batch5_family_pair_q053_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,146,151,"Tujuan pengobatan demensia adalah, kecuali?","[""mempertahankan kualitas hidup"", ""mengobati gangguan secara total"", ""memperlambat progresivitas"", ""mengobati penyakit penyerta"", ""membantu keluarga, memberi informasi cara-cara penanganan yang manfaat""]",[]
batch5_family_pair_q053,batch5_family_pair_q053_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,82,467,472,Tujuan pengobatan demensia adalah KECUALI,"[""mempertahankan kualitas hidup"", ""mengobati gangguan secara total"", ""memperlambat progresivitas"", ""mengobati penyakit penyerta"", ""membantu keluarga, memberi informasi cara-cara penanganan yang manfaat""]",[]
batch5_family_pair_q054,batch5_family_pair_q054_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,170,175,"Ketidaksesuaian antara pengalaman gerakan yang sudah tersimpan di otak dengan gerakan yang sedang di hadapi sehingga menimbulkan gerakan aneh yang kemudian akan mengaktifasi sistema saraf otonom sehingga terjadi vertigo, disebut teori","[""teori konflik sensoris"", ""teori rangsang berlebihan"", ""teori otonomik"", ""teori neural mismatch"", ""teori neuro-humoral""]",[]
batch5_family_pair_q054,batch5_family_pair_q054_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,83,473,478,"Ketidaksesuaian antara pengalaman gerakan yang sudah tersimpan di otak dengan gerakan yang sedang di hadapi sehingga menimbulkan gerakan aneh yang kemudian akan mengaktifasi sistema saraf otonom sehingga terjadi vertigo, disebut teori","[""teori konflik sensoris"", ""teori rangsang berlebihan"", ""teori otonomik"", ""teori neural mismatch"", ""teori neuro-humoral""]",[]
batch5_family_pair_q055,batch5_family_pair_q055_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,85,485,490,"Ny. Wati, 40 tahun, datang ke RS untuk menjalani pemeriksaan karena ada sesuatu yang mengganjal ditenggorokannya. Namun hasil pemeriksaan menunjukkan tidak ditemukan kelainan apapun padanya. Ia mengaku sudah merasakan adanya sesuatu yang mengganjal ditenggorokannya sejak 3 bulan berakhir. Ny. Wali menduga ia terkena kanker atau penyakit lainnya. Namun dari hasil pemeriksaan semuanya negatif. Apa diagnosis kasus diatas?","[""Gangguan cemas menyeluruh, cmeas, ketagang mororik, overaktifas otomik, sesak nafas 6 bulan"", ""Fobia sosial"", ""hipokondriasis, ggn menderita tapi hasil pemeriksaan penyakit"", ""gangguan panik, panik tanpa fobia, terjadi 1 bulan, keringan dingin, pesang,"", ""gangguan somatisasi, gejala gejala""]",[]
batch5_family_pair_q056,batch5_family_pair_q056_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,86,491,496,"Seorang wanita, umur 36 tahun mengalami suatu peristiwa trauma hebat karena mengalami kecelakaan berat kira-kira 2 bulan yang lalu. Mengalami mimpi-mimpi mengenai kejadian tersebut dan bayangan bayangan kejadian trauma tersebut. Ketakutan yang hebat dan menghindari tempat kejadian trauma tersebut. Diagnosis yang tepat adalah","[""gangguan panik"", ""serangan panik"", ""reaksi stres akut, bencana kematuian, 3 – 4 hari 1 bulan"", ""gangguan stres pasca trauma"", ""gangguan penyesuaian, contoh pindah kerja,""]",[]
batch5_family_pair_q057,batch5_family_pair_q057_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,86,91,"Kecenderungan yang berulang atau menetap untuk melihat orang yang sedang berhubungan seksual atau berprilaku intim seperti sedang menanggalkan pakaian, disebut","[""frotteurisme"", ""pedofilia"", ""masokisme seksual"", ""eksibisionisme"", ""voyeurisme""]",[]
batch5_family_pair_q057,batch5_family_pair_q057_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,87,497,502,"Kecenderungan yang berulang atau menetap untuk melihat orang yang sedang berhubungan seksual atau berprilaku intim seperti sedang menanggalkan pakaian, disebut","[""frotteurisme"", ""pedofilia"", ""masokisme seksual"", ""eksibisionisme"", ""voyeurisme""]",[]
batch5_family_pair_q058,batch5_family_pair_q058_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,495,500,"Seorang pasien laki-laki 55 tahun mengeluh kehilangan minat dan kegembiraan, mudah lelah, aktivitas dan konsentrasi menurun, serta nafsu makan berkurang. Hal tersebut sudah dirasakan selama 1 bulan terakhir. Pasien merasakan bahwa tidak mampu menjalankan pekerjaan dan urusan rumah tangganya seperti biasanya lagi. Dokter meresepkan obat antidepresan golongan SSRIs. Obat yang tepat diberikan oleh dokter adalah?","[""Fluoxetine"", ""Amitriptilin"", ""Reboxentine"", ""Clomipramine"", ""Selegiline""]",[]
batch5_family_pair_q058,batch5_family_pair_q058_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,88,503,508,"Seorang pasien, laki-laki, 55 tahun mengeluhkan kehilangan minat dan kegembiraan, mudah lelah, aktifitas dan konsentrasi menurun serta nafsu makan berkurang. Hal tersebut sudah dirasakan selama 1 bulan terakhir. Pasien merasakan bahwa tidak mampu menjalankan pekerjaan dan urusan rumah tangganya seperti biasanya lagi. Dokter meresepkan obat antidepresan golongan SSRIs. Obat yang tepat diberikan oleh dokter adalah","[""fluoxetinefirst line dan stralim"", ""amitriptilin, tetarsiklik, gol secenod line"", ""reboxentin, ssri jarang pakai"", ""clomipramin,"", ""selegiline""]",[]
batch5_family_pair_q059,batch5_family_pair_q059_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,403,407,Zat yang terkandung dalam ganja yang bersifat lipofilik adalah,"[""tetrahidro cannabinol (THC)"", ""dihidro-cannabinol"", ""cannabinol (CBN)"", ""cannabidiol""]",[]
batch5_family_pair_q059,batch5_family_pair_q059_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,89,509,513,Zat yang terkandung dalam ganja yang bersifat lipofilik adalah,"[""tetrahidro cannabinol (THC)"", ""dihidro-cannabinol"", ""cannabinol (CBN)"", ""cannabinol""]",[]
batch5_family_pair_q060,batch5_family_pair_q060_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,270,275,"Seorang pasien laki-laki, pegawai pabrik, 45 tahun, mengeluh sulit untuk jatuh tertidur sehingga seringkali menjelang fajar baru dapat tidur. Farmakoterapi yang tepat untuk tipe insomnia pasien tersebut tanpa merasakan kantuk pada pagi harinya adalah","[""triazolam"", ""flurazepam"", ""clonazepam"", ""clorazepam"", ""barbiturat""]",[]
batch5_family_pair_q060,batch5_family_pair_q060_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,90,514,520,"Seorang pasien laki-laki, pegawai pabrik, 45 tahun, mengeluh sulit untuk jatuh tertidur sehingga seringkali menjelang fajar baru dapat tidur. Farmakoterapi yang tepat untuk tipe insomnia pasien tersebut tanpa merasakan kantuk pada pagi harinya adalah sulit mulai tdiur early sleep","[""triazolam"", ""flurazepam"", ""clonazepam"", ""clorazepam"", ""barbiturat""]","[""Ezta zolam /lorazepam""]"
batch5_family_pair_q061,batch5_family_pair_q061_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,91,521,526,"Dibawah ini termasuk disfungsi seksual, kecuali","[""gangguan jalinan seksual"", ""frigiditas"", ""penolakan dan kurangnya kenikmatan seksual"", ""disfungsi ereksi"", ""ejakulasi dini""]",[]
batch5_family_pair_q062,batch5_family_pair_q062_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,212,216,Prognosis amnesia tergantung pada,"[""etiologi"", ""usia"", ""penatalaksanaan"", ""semua benar""]",[]
batch5_family_pair_q062,batch5_family_pair_q062_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,92,527,532,Prognosis amnesia tergantung pada,"[""etiologi"", ""usia"", ""penatalaksanaan"", ""semua benar"", ""etiologi dan penatalaksanaan""]",[]
batch5_family_pair_q063,batch5_family_pair_q063_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,426,431,Dibawah ini yang termasuk tiga jenis reseptor alat keseimbangan tubuh yang benar adalah,"[""sel rambut dari krista dan otolit (vestibulum), sel cone dan rod retina (mata), sel raba kulit-sendi-tendon (propioseptik)"", ""sel rambut dan krista dan otolit (vestibulum), sel cone dan rod retina (mata), motorik"", ""cerebellum, sel cone dan rod retina (mata), sel raba kulit-sendi-tendon (proprioseptik)"", ""sel rambut dari krista dan otolit (vestibulum), lobus frontal, sel raba kulit-sendi-tendon (propioseptik)"", ""sel rambut dari krista dan otolit (vestibulum), sel cone dan rod retina (mata), N. Glosopharyngeus""]",[]
